Name;Street;Neighborhood;City;Rating;Number of Reviews;Place ID;Type;Latitude;Longitude
PETCAO AMIGAO;;;;5.0;3.0;ChIJS0GU-oBpzpQRRQylKmvrT5Y;pet_store;-23.62008700000001;-46.4659944
Pet Shop mimi;Praça Ribeirão do Carmo, 419;Jardim Vera Cruz(Zona Leste);São Paulo;5.0;3.0;ChIJjSBe8IhozpQRiF6iM6KdzN0;pet_store;-23.6188132;-46.4726296
Snoop Pet;Avenida Sargento Iracitan Coimbra, 98;Jardim Vera Cruz(Zona Leste);São Paulo;5.0;5.0;ChIJd7rZQI5ozpQRnUtyAEBMS2Y;pet_store;-23.6179054;-46.4695168
Pet Shop Anjos de Patas;Rua Pedro Corte Real, 84;Parque Sao Rafael;São Paulo;4.9;14.0;ChIJEzbKDRNpzpQRer0sYnziEwQ;pet_store;-23.6172805;-46.47607929999999
Bicholândia Pet Mania;Avenida Sapopemba, 24716;Vila Bela;São Paulo;5.0;29.0;ChIJm2tZwnVpzpQR2ZdV9PTmNc8;pet_store;-23.6206992;-46.4583694
JR Pet Shop;;;;3.0;2.0;ChIJ1aar30BpzpQRmLEAek18kBs;pet_store;-23.6162196;-46.4757243
Pet Shop Star;Avenida Mariana de Sousa Guerra, 388;Jardim Vila Carrao;São Paulo;5.0;9.0;ChIJPaB59axpzpQRZKRTtN7_d1k;pet_store;-23.6171597;-46.4633659
Art Dog Banho e Tosa Jardim Santa Adélia - São Mateus/São Paulo;Rua Doutor Galvão Guimarães, 211;Jardim Santa Adelia;São Paulo;4.8;76.0;ChIJAQDckodozpQRZg1LB2AzPJA;pet_store;-23.6160718;-46.4770867
Bud Pet Shop;Rua João de Matos, 02;Jardim Vera Cruz(Zona Leste);São Paulo;5.0;1.0;ChIJadWN1vlpzpQRNt5EX0tC3ec;pet_store;-23.6149461;-46.4711839
Sophia Equipamentos para Aquários;Avenida Mariana de Sousa Guerra, 400;Jardim Vila Carrao;São Paulo;4.0;1.0;ChIJC50pIJRozpQRx30bblQBJ9M;pet_store;-23.6170173;-46.4621135
Pet Cristal;Avenida Mariana de Sousa Guerra, 432;Jardim Vila Carrao;São Paulo;5.0;1.0;ChIJa46uIJRozpQR_HXRxlSf5AM;pet_store;-23.6168024;-46.46186089999999
Pet Shop Cisco Dog;Avenida Sapopemba, 14335;Jardim Adutora;São Paulo;4.2;5.0;ChIJk5KTgoVozpQR5wkPHYTM-0A;pet_store;-23.6145747;-46.4705452
Veterinário 24 horas Onlypet - São Mateus;Avenida Sapopemba, 16030;Jardim Rodolfo Pirani;São Paulo;4.7;183.0;ChIJf7WRjYZpzpQRkac0QLQBLiM;veterinary_care;-23.623896;-46.4612113
Veterinário;Avenida Sapopemba, 14222;Jardim Adutora;São Paulo;3.0;2.0;ChIJ4f9zvoVozpQRM57bpmAetss;veterinary_care;-23.6140928;-46.4714713
Veterinário 24 Horas/Pet Shop Vira Lata (Vets Of All);Avenida Sapopemba, 14222;Jardim Vera Cruz(Zona Leste);São Paulo;4.9;158.0;ChIJLZ3r8ClpzpQRz-vqWBFsOiQ;veterinary_care;-23.6140824;-46.4714773
Pet Shop La-Rique;Avenida Mariana de Sousa Guerra, 653;Jardim Vila Carrao;São Paulo;4.7;245.0;ChIJIzlzHZRozpQR3p4rO2wYrZ0;pet_store;-23.615601;-46.4600899
Pet Shop, Family My Pet;;;;5.0;1.0;ChIJicBS9C9pzpQR3_I_eZhDZFM;pet_store;-23.6216124;-46.45328190000001
Pet Shop Sertanista;Avenida dos Sertanistas, 592;Jardim Santo Andre;São Paulo;5.0;2.0;ChIJDZ52L9BozpQRXDnFXtTUPBw;pet_store;-23.6263108;-46.4470708
Pet Shop Atacado Distribuidor Banho e Tosa entrega a domicilio em Jd Santo André Sertanista São Mateus São Paulo;;;;5.0;5.0;ChIJ_QsGxWppzpQRvl2I1k2rC5Y;veterinary_care;-23.6246812;-46.4465811
Amigo Bicho Pet Shop;Rua Cândido Xavier, 694;Jardim Vila Carrao;São Paulo;4.3;18.0;ChIJXdkoWeBpzpQR7P1kaq8fV20;pet_store;-23.6176124;-46.4588931
Casa De Racao Tico Tico;Rua Peramirim, 129;Vila Bela;São Paulo;5.0;1.0;ChIJMflqY7hozpQRFVXWH-H6Mo8;pet_store;-23.6170712;-46.4510463
Esquinão Pet Shop;Rua Ernesto Firmino, 18;Jardim Vila Carrao;São Paulo;5.0;2.0;ChIJZWe-uKxpzpQRfZhuIPDySm0;pet_store;-23.61516619999999;-46.4573961
Clínica Veterinária Bichos & Caprichos;;;;4.6;87.0;ChIJa0gM19FozpQRQqWXBl3oJeY;veterinary_care;-23.6257029;-46.44600949999999
AMIGO DUPET RAÇÕES & ACESSÓRIOS;Rua Pedro Medeiros, 571;Jardim Vila Carrao;São Paulo;5.0;7.0;ChIJiVaHgtdpzpQRpB2UgVL96FA;pet_store;-23.6147342;-46.4489034
VIRA-LATA;Estrada dos Fidélis, 95;Terceira Divisão;São Paulo;4.7;26.0;ChIJES8K3jxvzpQR4yA-65gJ0Cc;pet_store;-23.6163382;-46.4226272
RePet´s - Banho e Tosa;;;;5.0;14.0;ChIJ61usoEJvzpQRKSMsa6xPQgI;pet_store;-23.620103;-46.42724479999999
Pet Shop Dois Amiguinhos;Avenida Bento Guelfi, 2708;Jardim Alto Alegre;São Paulo;4.7;55.0;ChIJK0CsKDlvzpQRsjJEnp4Hz5k;pet_store;-23.6155537;-46.4232784
CASA DE RAÇÃO 7 VIDAS;Rua Canário, 87;Jardim Nova Vitoria I;São Paulo;4.6;10.0;ChIJres3xrdvzpQRdkb42qfLWyw;pet_store;-23.6148735;-46.4356678
Pet Shop Neia Belocão;Rua Recanto do Sol, 34;Recanto Verde do Sol;São Paulo;4.6;20.0;ChIJq9rD1wFmzpQRLgw-9UPq5IU;pet_store;-23.6184648;-46.41512180000001
Ebenezer casa de ração ATÉ AQUI NOS AJUDOU O SENHOR;Rua Recanto do Sol, 40;A;São Paulo;5.0;3.0;ChIJXzI06dtvzpQRjzlrTJhdKn0;pet_store;-23.6183231;-46.4152983
JC.Acessórios para Pet Shop;Rua Ricardo Veiga, 46;Recanto Verde do Sol;São Paulo;5.0;5.0;ChIJmxKkFuRvzpQRHiQAg2aJN24;pet_store;-23.6168651;-46.4113208
Meu amicão Pet shop;Rua Pedro Ramazzani, 111;Recanto Verde do Sol;São Paulo;3.8;4.0;ChIJPXv8hrZvzpQRaotPgGCztSc;pet_store;-23.6150226;-46.41804750000001
Pet Shop Colosso;Rua Pedro Ramazzani, 110;Recanto Verde do Sol;São Paulo;3.0;2.0;ChIJqRRnwBdvzpQRS9R6wNGVUj4;pet_store;-23.61475009999999;-46.41887209999999
Casa de Ração Mutum Ikeda;Rua Bromélia, 254;Jardim Ikeda;Suzano;5.0;2.0;ChIJkxjJr1JxzpQRiTz1YPGbNd8;pet_store;-23.6222735;-46.31719
Petz - São Caetano do Sul;Avenida do Estado, 1750;Fundação;São Caetano do Sul;4.4;3135.0;ChIJseunmPpczpQRS8yaPN3xt90;veterinary_care;-23.6102729;-46.5660151
Clinical Pets;Avenida Conde Francisco Matarazzo, 615;Fundação;São Caetano do Sul;4.4;87.0;ChIJXVErbfRczpQR67EF6o16_FI;veterinary_care;-23.6062326;-46.5704961
neurozonio;Avenida Conde Francisco Matarazzo, 615;Fundação;São Caetano do Sul;5.0;2.0;ChIJ_52t7fNczpQR5Nb3RJ-OUTQ;pet_store;-23.6062147;-46.5705336
SETE Pet Shop;Rua Anny, 1085;São João Climaco;São Paulo;4.3;26.0;ChIJOaHCXJpczpQRxK6Ctfkv-v8;pet_store;-23.6197531;-46.5849762
Starfish Aquários;Rua General Osório, 103;Santa Paula;São Caetano do Sul;4.7;169.0;ChIJI5WpsuBczpQR5N96Q0Tvu74;pet_store;-23.6168939;-46.559531
Pet Para Pets;Rua Oswaldo Cruz, 189;Santa Paula;São Caetano do Sul;4.6;2158.0;ChIJtV3EZJVezpQRD-7_pjJm_ig;pet_store;-23.6181257;-46.56780209999999
Pet Friend & VetCor - Pet Shop & Consultório Veterinário;Rua Marechal Deodoro, 208;Santa Paula;São Caetano do Sul;4.7;28.0;ChIJPSPRXuhczpQR2PltdRYUkSo;pet_store;-23.6175502;-46.5659059
Fazendinha Pet Shop;Rua Amazonas, 720;Centro;São Caetano do Sul;3.3;6.0;ChIJYQxE5utczpQRAj7A_2gk7cY;pet_store;-23.6172484;-46.5697432
Petz Avenida Goiás;Avenida Goiás, 889;Santo Antônio;São Caetano do Sul;4.5;297.0;ChIJq_EbUpJdzpQROHl5435JHaU;veterinary_care;-23.6161116;-46.56768330000001
Athyla;ATENDIMENTO WHATSAPP 41 98481 - 9971___R. Antônio Bento, 35;Santa Paula;São Caetano do Sul;5.0;2.0;ChIJpwL50e5czpQRODSrEe2JX9Q;pet_store;-23.6151016;-46.5676109
Recanto Animal Pet Shop;ATENDIMENTO WHATSAPP (11) 914311232 - Rua Monte Alegre, 157;Santo Antônio;São Caetano do Sul;4.2;17.0;ChIJtR6Nn-tczpQRUedynUbC3J0;pet_store;-23.6179789;-46.5717426
docg. São Caetano do Sul;Rua Floriano Peixoto, 500;Santa Paula;São Caetano do Sul;4.7;22.0;ChIJfX6NlSJdzpQRdZLol7Hs6pg;pet_store;-23.6182402;-46.56172199999999
Animal Kingdom Store;Rua Marechal Deodoro, 615;Santa Paula;São Caetano do Sul;4.6;9.0;ChIJV4xVLVBdzpQR1TVhhag0wIk;pet_store;-23.6172736;-46.5618496
Cantinho do AuAu - Creche & Hotel para Cães;;;;4.7;191.0;ChIJq9AW5-tczpQR14AkfN-F2BU;pet_store;-23.6132808;-46.56978489999999
Pet Speciale;Avenida Senador Roberto Símonsen, 663;Santo Antônio;São Caetano do Sul;3.9;14.0;ChIJzZDHi-NdzpQRd0GCkVtMe6M;pet_store;-23.6190412;-46.57474440000001
Centro de Desenvolvimento Pet Blu Dog;Avenida Senador Roberto Símonsen, 490;Santo Antônio;São Caetano do Sul;3.9;22.0;ChIJWedCuZFdzpQR36WXX25URDo;veterinary_care;-23.617487;-46.5747168
Pet Shop Dog Shower;Rua General Osório, 165;Santa Paula;São Caetano do Sul;5.0;29.0;ChIJWbrltzJdzpQRrfbxe4PCbP4;pet_store;-23.6175223;-46.5594999
Pet Shop Bueno (São Caetano do sul);Rua Alagoas, 675;Centro;São Caetano do Sul;4.9;107.0;ChIJG43Uay5dzpQRp9QMHVivJss;pet_store;-23.6116997;-46.57303109999999
Divino Pet Cake;Avenida Conde Francisco Matarazzo, 534;Fundação;São Caetano do Sul;4.9;12.0;ChIJFQIrAka9uEcR3v8OYgSz8S0;pet_store;-23.6069754;-46.5701614
Animal Natural;Avenida do Estado, 1540;Fundação;São Caetano do Sul;4.8;105.0;ChIJBSSzJ_FczpQRZecxYKUqiYc;pet_store;-23.60661319999999;-46.5668611
Patas Preciosas;Rua Piratininga, 341;Barcelona;São Caetano do Sul;5.0;4.0;ChIJRdh3IRRdzpQRTooiDdFNM-w;pet_store;-23.618702;-46.5539211
Petshop e Avicultura Califórnia;Rua Antenas, 184;Vila California;São Paulo;4.9;22.0;ChIJ91H8V15dzpQRjaQIUNiP9UQ;pet_store;-23.6062816;-46.563118
Vetnasa São Caetano do Sul 24 horas - Clínica Veterinária 24h;Avenida Goiás, 315;Santo Antônio;São Caetano do Sul;3.6;413.0;ChIJ_WWI0JJczpQR7CMakwUaOmw;veterinary_care;-23.6150494;-46.5747391
Dr Roberto Siqueira;Avenida Conde Francisco Matarazzo, 615;Fundação;São Caetano do Sul;4.3;6.0;ChIJu4spbfRczpQRTtxEnhhToD4;veterinary_care;-23.6062505;-46.5704587
WeVets | Centro Veterinário 24h | Unidade São Caetano;Avenida Goiás, 821;Centro;São Caetano do Sul;4.6;127.0;ChIJ822BeRFdzpQRDO19x8H4sOU;veterinary_care;-23.6160206;-46.5684527
Bianca Pechinin - Veterinária;Rua Piauí, 785;Santo Antônio;São Caetano do Sul;4.7;13.0;ChIJVVUhbutczpQRnIFgd6hlZWo;veterinary_care;-23.6188866;-46.5638733
ManifrancaVet;Rua Afonso Pena, 345;Santa Paula;São Caetano do Sul;4.7;112.0;ChIJzYaIj-dczpQRZQvvqnIn4Wg;veterinary_care;-23.6179879;-46.5625386
"Farmacia de Manipulação - Desde1901 - Manipulação Humana; Homeopatia & Vet";Desde 1901 - Tradição e Qualidade - Rua Manoel Coelho, 600;Loja 3 - Centro;São Caetano do Sul;4.2;14.0;ChIJc2nCnO1czpQR5RIVYmXSz-8;veterinary_care;-23.6148938;-46.572608
Centro Veterinário Seres Carrefour São Caetano;Avenida do Estado, 1750;Fundação;São Caetano do Sul;4.8;5.0;ChIJ5QKTULxdzpQR5DT_7H4i9Gk;veterinary_care;-23.6105712;-46.5660674
Pets House;Avenida Goiás, 269;Santo Antônio;São Caetano do Sul;4.6;195.0;ChIJ___jwJJczpQRTtO02qkKcSo;veterinary_care;-23.6150396;-46.5757991
Hospital veterinário - USCS;Rua Pernambuco, 76;Centro;São Caetano do Sul;3.7;36.0;ChIJba4xwvNdzpQRo2OkfflI-xg;veterinary_care;-23.6094376;-46.5743786
Hospital Veterinário Municipal;Rua Pernambuco, 76;Centro;São Caetano do Sul;4.3;122.0;ChIJp_gTwpJdzpQR2_Tfr1knyOA;veterinary_care;-23.6094576;-46.57441559999999
P.H Pet Fabricação de Produtos Pet;Rua das Pérolas, 240;Prosperidade;São Caetano do Sul;5.0;2.0;ChIJVVUxIhldzpQRURSO012VAyA;pet_store;-23.6110437;-46.5488817
Rações Scooby;Praça da Riqueza, 131;Prosperidade;São Caetano do Sul;5.0;4.0;ChIJa-o5hvddzpQRIzxLbJP40W0;pet_store;-23.60984209999999;-46.55008059999999
DM Pets;Rua Antenas, 616;Vila California;São Paulo;4.2;6.0;ChIJTW0tIIBdzpQRRpZ1HCiihoU;pet_store;-23.605024;-46.559076
Pet Boa Vida;Rua Antenas, 961;Vila California;São Paulo;3.5;2.0;ChIJLbfpSFddzpQR0Ytj5Y-b-Fg;pet_store;-23.6037416;-46.5559687
Veterinary Clinic Dr. Mauricio Gomes Gori;Rua Caruso, 65;Vila Alpina;São Paulo;4.8;813.0;ChIJv5P6XP5czpQRh-9v-r2Scn8;veterinary_care;-23.60100980000001;-46.556097
MUNDO PET - Pet Shop, Boutique e Estética;Rua Costa Barros, 2663;Sítio Pinheirinho;São Paulo;4.5;20.0;ChIJE14gKxBdzpQR2pSlEbO2ohI;pet_store;-23.6022183;-46.5427131
Pets Onaga - Unidade Vila Industrial;Avenida Morais Costa, 128;Vila Industrial;São Paulo;4.7;678.0;ChIJMfw2b2ldzpQR-UlrOgLvHIo;pet_store;-23.6039589;-46.53001080000001
FVM Casa De Ração;Rua Arroio São Nicolau, 311;Vila Sao Nicolau;São Paulo;5.0;1.0;ChIJb1zE4pNdzpQRwZ5qp_wCttw;pet_store;-23.6126321;-46.5333326
Duxacão Estética Animal;Rua Eleutério, 11;Vila Camilópolis;Santo André;5.0;16.0;ChIJW8kWVQBdzpQRk28xpxMmoV0;pet_store;-23.6168995;-46.53041169999999
Pet Shop Vira Lata;Rua Altamisa, 205;Vila Industrial;São Paulo;5.0;1.0;ChIJqZlTVRVdzpQRX-HynAjo17M;pet_store;-23.609106;-46.53553099999999
Pet Shop Chic Dogs;Rua Água Bonita, 56;Vila Sao Nicolau;São Paulo;4.6;18.0;ChIJmycjt0FdzpQR4IrSc-tZuXM;pet_store;-23.6103509;-46.5330473
PET SHOP;Avenida Morais Costa, 799;Vila Industrial;São Paulo;5.0;3.0;ChIJX8Iit0FdzpQRLMZw2YJhaV0;pet_store;-23.6095382;-46.5326275
City Pets;Rua Ana Clara, 338;Vila Mendes;São Paulo;4.5;102.0;ChIJv53U7UNdzpQRHxkfpgbLvTY;pet_store;-23.6111827;-46.5300619
Stevepet;Rua Nerino Silva, 53;Vila Camilópolis;Santo André;5.0;2.0;ChIJay8xxQFdzpQRusfpm8zhcMM;pet_store;-23.615233;-46.5275309
Petshop Mundo Cão;Rua Álvaro de Morais Madureira, 36;Vila Mendes;São Paulo;5.0;7.0;ChIJT2CizKddzpQR8ghW0xv9_1U;pet_store;-23.6118485;-46.52878649999999
Pet Shop - Villa Pet Su;Avenida Morais Costa, 530;Vila Industrial;São Paulo;4.9;15.0;ChIJzfW5KZtdzpQRWjrs3e2qqAg;pet_store;-23.6071871;-46.53192720000001
Pet Império;Rua Coronel Augusto Celso de Moura, 75;Vila Elze;São Paulo;1.0;1.0;ChIJyeqYbX1dzpQR_yiX9HpRdBk;pet_store;-23.6090737;-46.529263
Pet Shop Shenior;Avenida Morais Costa, 520;Vila Industrial;São Paulo;4.5;81.0;ChIJQZqfeGldzpQRozyyNgDPbSQ;pet_store;-23.6071562;-46.53182449999999
Pet Shop da Praça;Rua Irmã Maria Umbelina, 75;Vila Cunha Bueno;São Paulo;4.3;6.0;ChIJ2-jxrUNdzpQRDNjk4Dhr_nA;pet_store;-23.6094349;-46.5288643
MiMel Pet - Vila industrial SP;Rua das Petúnias, 265;Vila Industrial;São Paulo;5.0;27.0;ChIJCXm3QPhdzpQRnQqVvGpJ5M0;pet_store;-23.6050912;-46.53389039999999
Gaia Clínica Veterinária | Especializado em Silvestres e Exóticos em São Paulo;Avenida do Oratório, 3811;Parque São Lucas;São Paulo;4.6;301.0;ChIJ-6sdz11dzpQRDwQ-XhWBOzo;veterinary_care;-23.60123440000001;-46.53629379999999
Consultório Veterinário Three Vets;Avenida Morais Costa, 799;Vila Mendes;São Paulo;4.8;17.0;ChIJwYXpK0ZdzpQRWAekYYMkqNo;veterinary_care;-23.6095407;-46.532626
VETERINARIA SANTA CLARA LTDA;Rua Ana Clara, 504 - WhatsApp, 916691708;Vila Mendes;São Paulo;4.0;25.0;ChIJJ4oL7ztdzpQRhQlFHz2lZFU;veterinary_care;-23.61173489999999;-46.5288009
Animal Vets;Avenida Morais Costa, 530;primeiro andar - Vila Industrial;São Paulo;4.6;154.0;ChIJk8Mpc2pdzpQRqICV5e_FE2Y;veterinary_care;-23.60715;-46.5317772
Lucy Pet Shop e Avicultura;Avenida do Oratório, 4573;Vila Nova Pauliceia;São Paulo;4.6;40.0;ChIJPT87r25dzpQRPRIUez6dYLM;pet_store;-23.6021596;-46.53026789999999
Pet Shop Meninão;Avenida do Oratório, 6164;Vila Industrial;São Paulo;4.9;48.0;ChIJz9rRKEldzpQRGeklkIgjOO0;pet_store;-23.6101874;-46.52486760000001
Mr. Dog;Avenida do Oratório, 6129;Jardim Angela (Zona Leste);São Paulo;4.6;11.0;ChIJ29CZnlxdzpQR4iof2c4k0Rw;pet_store;-23.6098185;-46.5243926
Pet Mania's - Banho e tosa, acessórios e Petshop;Rua Planalto dos Acantilados, 240;Parque Santa Madalena;São Paulo;5.0;4.0;ChIJh-G0emhdzpQRtevcAXk6e_s;pet_store;-23.6116267;-46.51904709999999
Bubu pet;Avenida Primavera de Caiena, 830;Parque Santa Madalena;São Paulo;5.0;7.0;ChIJs5LWZopdzpQR2wNjTTZ2zps;pet_store;-23.6144284;-46.5165573
Morada Dos Pássaros Pet Shop;Rua Nova Resende, 230;Parque Santa Madalena;São Paulo;4.5;43.0;ChIJSdjvxFddzpQRbTSFm6_phus;pet_store;-23.6141202;-46.51669440000001
Pet Shop Quality Racion;Avenida Primavera de Caiena, 768;Parque Santa Madalena;São Paulo;4.4;51.0;ChIJwbxPK1ZdzpQRDo6f_37VLHY;pet_store;-23.6145977;-46.5159701
Pet Shop Marcão;pq - Rua Planalto dos Acantilados, 426;Parque Santa Madalena;São Paulo;4.3;7.0;ChIJNelhMIRdzpQR92gjVKwgrKQ;pet_store;-23.6120579;-46.5174167
Casa de Ração Lufredoo;;;;5.0;2.0;ChIJNXYFQwBdzpQROSm5XgWUsvE;pet_store;-23.6082184;-46.5232504
PEET LUXO;Rua Manuel Nunes de Siqueira, 22;Jardim Mimar;São Paulo;4.9;26.0;ChIJLevJPnldzpQRxRXMGFUbWzg;pet_store;-23.6081926;-46.5232111
Anjos de Patas Centro de Estética Animal;;;;5.0;3.0;ChIJFRWEKO5nzpQRtkYbUGIoU-Y;pet_store;-23.6171881;-46.51368790000001
Raat-biotério;;;;5.0;5.0;ChIJ1RqGo0BnzpQRIOVut1nUDsM;pet_store;-23.61169749999999;-46.51615849999999
Animalandia Hotel Creche Banho e Tosa;Rua Tatu Apará, 70;Parque Santa Madalena;São Paulo;5.0;9.0;ChIJq9hgmo9nzpQRH8X3jyJ_Lkg;pet_store;-23.6135147;-46.5144475
Conchitas Pet;Rua José Ferreira Paz, 367;Vila Industrial;São Paulo;5.0;10.0;ChIJERfbKORdzpQRitkied7azM4;pet_store;-23.6065602;-46.5268488
Pet Reis;Rua Palmeira de Vinho, 458;Jardim Elba;São Paulo;5.0;1.0;ChIJM7rgFspnzpQRHVoLDGgvoLs;pet_store;-23.6175566;-46.5122307
Clínica Veterinária ABCDVET;Avenida do Oratório, 5923;Jardim Angela (Zona Leste);São Paulo;4.5;101.0;ChIJi5eTWlxdzpQRFOX2pFo4rBs;veterinary_care;-23.6078051;-46.5229199
Bichos e Bichanos;Avenida do Oratório, 4945;Vila Industrial;São Paulo;4.7;245.0;ChIJMTTDkmhdzpQRYpsyyD0_Tdc;veterinary_care;-23.6030219;-46.5270451
Clínica Veterinária Prevent Vet;Rua Alexandrina Pereira Novaes, 237;Vila Nova Pauliceia;São Paulo;4.9;79.0;ChIJXRC4f9RdzpQRoAHrZlgianc;veterinary_care;-23.6021404;-46.5284146
Clinica Veterinária Mr. Dog (Dra. Ingrid) 30 anos;Avenida Manuel Pímentel, 81;Jardim Planalto;São Paulo;4.6;189.0;ChIJ5aOf6vBnzpQR9_qGZxTW-aE;veterinary_care;-23.6086072;-46.51001610000001
Pet Shop Aquário;Rua Antônio Sarzedas, 70;Jardim Elba;São Paulo;4.6;195.0;ChIJAZi3WAdozpQRHc8XqFcQPeE;pet_store;-23.6195502;-46.5105792
Charles Pets;Rua Batista Fergusio, 824;Vila Cardoso Franco;São Paulo;5.0;8.0;ChIJ4eKZPINpzpQRp5EiuvPWNaA;pet_store;-23.6200458;-46.50779199999999
PET SHOP REINA PETS;Rua Luís Juliani, 623;Jardim Adutora;São Paulo;4.5;63.0;ChIJn1UO6ctpzpQR8QhoG3P_W1M;pet_store;-23.6184448;-46.5073722
Melka petshop;Avenida Primavera de Caiena, 221;Parque Santa Madalena;São Paulo;5.0;1.0;ChIJO1DrpcNnzpQRV21aT-Kwh7o;pet_store;-23.6135999;-46.5113553
Magic Pet Jardim Elba;;;;4.5;2.0;ChIJ6xzfwdBnzpQROyKgRFxc3eU;pet_store;-23.6142186;-46.50531429999999
PET CARE DOG´S LII;;;;4.6;15.0;ChIJeZ4wX-JnzpQRIRPpS1nca6M;pet_store;-23.61582540000001;-46.5040634
Banho e tosa Entre Pêlos e Patas;Rua Piquitinga, 18;Parque Santa Madalena;São Paulo;4.7;23.0;ChIJAQIlkvdnzpQRlULcRgwzHBM;pet_store;-23.6107328;-46.5147872
Pet shop Hipiaugui;Rua Rio Hipiauguí, 233;Parque Santa Madalena;São Paulo;5.0;31.0;ChIJg4wvk3lnzpQR51V7JMY3myw;pet_store;-23.6095149;-46.51492749999999
PET DA MANÚ;Rua Sanguina, 297;Parque Santa Madalena;São Paulo;5.0;2.0;ChIJu0rhXFtnzpQR6QVUNGQiO5o;pet_store;-23.609646;-46.5092095
PET ZOE;Rua Sanguina, 297;Parque Santa Madalena;São Paulo;5.0;10.0;ChIJm9MTjJ5nzpQR0dEbLlDqnqY;pet_store;-23.60959170000001;-46.5091871
Pet Shop Planalto;Rua Rio Hipiauguí, 352;Parque Santa Madalena;São Paulo;4.7;20.0;ChIJ-_afrPdnzpQRFbaKzk2kgTM;pet_store;-23.608905;-46.5141532
Pet Rottweiler;Avenida Arquiteto Vilanova Artigas, 179;Conjunto Habitacional Teotonio Vilela;São Paulo;5.0;2.0;ChIJuWXWseZnzpQRUVBop7O6YO8;pet_store;-23.61323449999999;-46.5015935
Teddy Pet Shop - Jardim Planalto;Rua Torres Florêncio e Rielli, 277;Jardim Planalto;São Paulo;5.0;4.0;ChIJB_J9931nzpQRv_HdqSF8g8o;pet_store;-23.6073569;-46.5108586
Palácio Pet jardim planalto;Avenida Doutor Frederico Martins da Costa Carvalho, 571;Jardim Planalto;São Paulo;5.0;2.0;ChIJ4cCTqkNnzpQRVVSvI2Z1ITE;pet_store;-23.6065404;-46.5142415
Pet Shop Vitória;Avenida Arquiteto Vilanova Artigas, 314;Conjunto Habitacional Teotonio Vilela;São Paulo;4.5;39.0;ChIJb1ZcUOFnzpQRSNB0vTJJ-j4;pet_store;-23.6118725;-46.5010328
Pet shop e Veterinária Corujão;Rua Manuel Quirino de Mattos, 44;Jardim Sapopemba;São Paulo;4.6;192.0;ChIJd5OHs-ZnzpQR2Gy3Uy8p4KQ;veterinary_care;-23.6110727;-46.5009035
Centro Veterinário Jardim Planalto;Avenida Doutor Frederico Martins da Costa Carvalho, 368;Jardim Planalto;São Paulo;4.6;343.0;ChIJYQIjH_RnzpQRUL9k3OZKlUg;veterinary_care;-23.6056132;-46.5125071
Vets Of All - VETERINÁRIO 24H GRIMALDI;Avenida Sapopemba, 9257;Vila Portuguesa;São Paulo;4.5;755.0;ChIJjaA7D2RnzpQRaO9q5Szg4no;veterinary_care;-23.6015278;-46.51128729999999
Arca de Noé;Avenida Sapopemba, 11820;Fazenda da Juta;São Paulo;4.7;85.0;ChIJv5Nscd9nzpQRCc6p6fH8QbI;veterinary_care;-23.6129566;-46.4942073
Pet Shop Prados;Rua Henrique Mazzauti, 217;Jardim Tiete;São Paulo;4.8;80.0;ChIJ2VRr2dpnzpQRtluyVkVw-BM;pet_store;-23.6035769;-46.4895534
Pet Shop Raiad;179, Rua Soldado Toríbio da Silva, 169;Conjunto Habitacional Marechal Mascarenhas de Morais;São Paulo;4.5;126.0;ChIJe-WXGXVozpQRHB4UyPOLpzA;pet_store;-23.6161697;-46.4955458
DK FISH STORE;Rua Cabo Fleury Silva, 19;Conjunto Habitacional Marechal Mascarenhas de Morais;São Paulo;5.0;56.0;ChIJcU-Wyt1DzpQR3M0qWPkuQiY;pet_store;-23.6138807;-46.4951885
karol pet shop;Rua Roberto Park, 212;atual,128 - Fazenda da Juta;São Paulo;5.0;2.0;ChIJEeJmQ_lpzpQReU6nJZBE4EM;pet_store;-23.6141337;-46.49282040000001
Jadiel Gonçalves de Almeida- pet shop;Rua Roberto Park, 212;Fazenda da Juta;São Paulo;4.4;7.0;ChIJ48WzWd9nzpQRJ0C5ayo0h18;pet_store;-23.6141337;-46.49282040000001
Pet Shop Pica Pau;Avenida João Rodrigues Ruiz, 165;Jardim Sapopemba;São Paulo;4.9;25.0;ChIJk8VQHd9nzpQR6537GtSo6jU;pet_store;-23.6113414;-46.4939822
Dog club - Casa De Rações Ltda;Avenida arquiteto Vila, a Nova nova Artigas, 1900;Teotônio Vilela;São Paulo;5.0;2.0;ChIJ-8nP7MtnzpQREwfIkMUZeeg;pet_store;-23.6068323;-46.5018717
Pets Friends;Avenida Tenente Lauro Sodré, 526;Jardim Santa Adelia;São Paulo;5.0;1.0;ChIJTXUYKABpzpQRS7wkEUqieTc;pet_store;-23.6152041;-46.4848464
Pet Shop Lulu Pet;Rua Francisco Matias, 275;Jardim Sapopemba;São Paulo;5.0;6.0;ChIJLRooy9lnzpQRuK3BZMvW_8k;pet_store;-23.6093936;-46.4884052
UseRico Fashion Pet;Rua José Lagrange, 45;Jardim Sapopemba;São Paulo;5.0;10.0;ChIJ79AXOj73BEwRsM-Rmz6vmZs;pet_store;-23.6065823;-46.4924541
